0,1,2,3,4,5,6,7,8,9
2022-23,,Sun Apr 23,Hooligans,2,Iowa Bucks,7,,,https://www.dmyha.com/game/show/38786258?subseason=858888
2022-23,,Sun Apr 23,Lucky Bulldogs,3,Reapers,2,,,https://www.dmyha.com/game/show/38786262?subseason=858888
2022-23,,Sun Apr 23,Ice Warriors,1,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/38786266?subseason=858888
2022-23,,Sun Apr 30,Hooligans,3,Flutter Bees,4,,,https://www.dmyha.com/game/show/38786277?subseason=858888
2022-23,,Sun Apr 30,Bat Hogs,7,Iowa Train,5,,,https://www.dmyha.com/game/show/38786283?subseason=858888
2022-23,,Sun Apr 30,Crows,0,Iowa Bucks,6,,,https://www.dmyha.com/game/show/38786288?subseason=858888
2022-23,,Sun Apr 30,Vicious Squirrels,6,Reapers,2,,,https://www.dmyha.com/game/show/38786289?subseason=858888
2022-23,Yes,Sun Apr 30,"Ice Warriors (4-13-1)",-,"Lucky Bulldogs (10-7-1)",-,,3:15 PM CDT,https://www.dmyha.com/game/show/38786301?subseason=858888
2022-23,,Sun May  7,Ice Warriors,4,Reapers,5,,,https://www.dmyha.com/game/show/37389322?subseason=858888
2022-23,,Sun May  7,Hooligans,6,Crows,4,,,https://www.dmyha.com/game/show/38786315?subseason=858888
2022-23,,Sun May  7,Iowa Bucks,6,Iowa Train,7,,,https://www.dmyha.com/game/show/38786321?subseason=858888
2022-23,,Sun May  7,Vicious Squirrels,4,Lucky Bulldogs,3,,,https://www.dmyha.com/game/show/38786324?subseason=858888
2022-23,,Sun May  7,Flutter Bees,2,Bat Hogs,5,,,https://www.dmyha.com/game/show/38786327?subseason=858888
2023-24,Yes,Sun Nov 12,"Iowa Train (9-7-2)",-,"Iowa Bucks (5-11-2)",-,,9:30 AM CST,https://www.dmyha.com/game/show/40946074?subseason=913844
2023-24,Yes,Sun Nov 12,"No Regretzkys (6-10-2)",-,"Bat Hogs (12-4-2)",-,,10:45 AM CST,https://www.dmyha.com/game/show/40946086?subseason=913844
2023-24,Yes,Sun Nov 12,"Crows (12-2-4)",-,"Snapper Tappers (7-6-5)",-,,12:00 PM CST,https://www.dmyha.com/game/show/40946110?subseason=913844
2023-24,Yes,Sun Nov 12,"Wild Goose (3-11-4)",-,"Rented Mules (5-8-5)",-,,1:15 PM CST,https://www.dmyha.com/game/show/40946155?subseason=913844
2023-24,Yes,Sun Nov 12,"Ice Warriors (9-5-4)",-,"Lucky Bulldogs (5-8-5)",-,,2:30 PM CST,https://www.dmyha.com/game/show/40946196?subseason=913844
2023-24,Yes,Sun Nov 12,"Reapers (5-8-5)",-,"Vicious Squirrels (8-6-4)",-,,3:45 PM CST,https://www.dmyha.com/game/show/40946270?subseason=913844
2023-24,,Sun Nov 19,Rented Mules,1,Snapper Tappers,5,,,https://www.dmyha.com/game/show/40946274?subseason=913844
2023-24,,Sun Nov 19,Wild Goose,1,Crows,3,,,https://www.dmyha.com/game/show/40946278?subseason=913844
2023-24,,Sun Nov 19,Vicious Squirrels,0,Lucky Bulldogs,1,,,https://www.dmyha.com/game/show/40946281?subseason=913844
2023-24,,Sun Nov 19,Reapers,0,Ice Warriors,0,,,https://www.dmyha.com/game/show/40946283?subseason=913844
2023-24,,Sun Nov 19,Bat Hogs,6,Iowa Bucks,2,,,https://www.dmyha.com/game/show/40946285?subseason=913844
2023-24,,Sun Nov 19,No Regretzkys,2,Iowa Train,4,,,https://www.dmyha.com/game/show/40946289?subseason=913844
2023-24,,Sun Nov 26,No Regretzkys,5,Iowa Bucks,5,,,https://www.dmyha.com/game/show/40946336?subseason=913844
2023-24,,Sun Nov 26,Bat Hogs,5,Iowa Train,5,,,https://www.dmyha.com/game/show/40946344?subseason=913844
2023-24,,Sun Nov 26,Wild Goose,2,Snapper Tappers,2,,,https://www.dmyha.com/game/show/40946371?subseason=913844
2023-24,,Sun Nov 26,Rented Mules,3,Crows,4,,,https://www.dmyha.com/game/show/40946373?subseason=913844
2023-24,,Sun Nov 26,Ice Warriors,3,Lucky Bulldogs,2,,,https://www.dmyha.com/game/show/40946376?subseason=913844
2023-24,,Sun Nov 26,Reapers,4,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/40946377?subseason=913844
2023-24,,Sun Dec  3,Reapers,2,Lucky Bulldogs,1,,,https://www.dmyha.com/game/show/40946515?subseason=913844
2023-24,,Sun Dec  3,Ice Warriors,2,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/40946518?subseason=913844
2023-24,,Sun Dec  3,Bat Hogs,8,No Regretzkys,3,,,https://www.dmyha.com/game/show/40946520?subseason=913844
2023-24,,Sun Dec  3,Iowa Bucks,6,Iowa Train,10,,,https://www.dmyha.com/game/show/40946522?subseason=913844
2023-24,,Sun Dec  3,Rented Mules,1,Wild Goose,2,,,https://www.dmyha.com/game/show/40946531?subseason=913844
2023-24,,Sun Dec  3,Snapper Tappers,4,Crows,4,,,https://www.dmyha.com/game/show/40946533?subseason=913844
2023-24,,Sun Dec 10,Crows,8,Wild Goose,1,,,https://www.dmyha.com/game/show/40946550?subseason=913844
2023-24,,Sun Dec 10,Snapper Tappers,4,Rented Mules,4,,,https://www.dmyha.com/game/show/40946552?subseason=913844
2023-24,,Sun Dec 10,Ice Warriors,4,Reapers,1,,,https://www.dmyha.com/game/show/40946555?subseason=913844
2023-24,,Sun Dec 10,Lucky Bulldogs,3,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/40946557?subseason=913844
2023-24,,Sun Dec 10,Iowa Train,6,No Regretzkys,3,,,https://www.dmyha.com/game/show/40946560?subseason=913844
2023-24,,Sun Dec 10,Iowa Bucks,2,Bat Hogs,4,,,https://www.dmyha.com/game/show/40946561?subseason=913844
2023-24,,Sun Dec 17,Iowa Bucks,5,No Regretzkys,8,,,https://www.dmyha.com/game/show/40946568?subseason=913844
2023-24,,Sun Dec 17,Iowa Train,4,Bat Hogs,3,,,https://www.dmyha.com/game/show/40946571?subseason=913844
2023-24,,Sun Dec 17,Snapper Tappers,5,Wild Goose,2,,,https://www.dmyha.com/game/show/40946572?subseason=913844
2023-24,,Sun Dec 17,Crows,4,Rented Mules,3,,,https://www.dmyha.com/game/show/40946575?subseason=913844
2023-24,,Sun Dec 17,Vicious Squirrels,3,Reapers,4,,,https://www.dmyha.com/game/show/40946576?subseason=913844
2023-24,,Sun Dec 17,Lucky Bulldogs,3,Ice Warriors,3,,,https://www.dmyha.com/game/show/40946580?subseason=913844
2023-24,,Sun Jan  7,Lucky Bulldogs,3,Reapers,3,,,https://www.dmyha.com/game/show/40946679?subseason=913844
2023-24,,Sun Jan  7,Vicious Squirrels,1,Ice Warriors,5,,,https://www.dmyha.com/game/show/40946704?subseason=913844
2023-24,,Sun Jan  7,Iowa Train,7,Iowa Bucks,2,,,https://www.dmyha.com/game/show/40946746?subseason=913844
2023-24,,Sun Jan  7,No Regretzkys,1,Bat Hogs,3,,,https://www.dmyha.com/game/show/40946749?subseason=913844
2023-24,,Sun Jan  7,Crows,3,Snapper Tappers,1,,,https://www.dmyha.com/game/show/40946752?subseason=913844
2023-24,,Sun Jan  7,Wild Goose,5,Rented Mules,6,,,https://www.dmyha.com/game/show/40946753?subseason=913844
2023-24,,Sun Jan 14,Bat Hogs,10,Iowa Bucks,5,,,https://www.dmyha.com/game/show/40946781?subseason=913844
2023-24,,Sun Jan 14,No Regretzkys,8,Iowa Train,3,,,https://www.dmyha.com/game/show/40946783?subseason=913844
2023-24,,Sun Jan 14,Rented Mules,6,Snapper Tappers,4,,,https://www.dmyha.com/game/show/40946774?subseason=913844
2023-24,,Sun Jan 14,Wild Goose,3,Crows,4,,,https://www.dmyha.com/game/show/40946777?subseason=913844
2023-24,,Sun Jan 14,Vicious Squirrels,2,Lucky Bulldogs,1,,,https://www.dmyha.com/game/show/40946779?subseason=913844
2023-24,,Sun Jan 14,Reapers,4,Ice Warriors,4,,,https://www.dmyha.com/game/show/40946780?subseason=913844
2023-24,,Sun Jan 21,Bat Hogs,7,Iowa Train,4,,,https://www.dmyha.com/game/show/40946982?subseason=913844
2023-24,,Sun Jan 21,No Regretzkys,4,Iowa Bucks,2,,,https://www.dmyha.com/game/show/40946984?subseason=913844
2023-24,,Sun Jan 21,Rented Mules,2,Crows,4,,,https://www.dmyha.com/game/show/40946985?subseason=913844
2023-24,,Sun Jan 21,Wild Goose,2,Snapper Tappers,3,,,https://www.dmyha.com/game/show/40946988?subseason=913844
2023-24,,Sun Jan 21,Ice Warriors,0,Lucky Bulldogs,8,,,https://www.dmyha.com/game/show/40946990?subseason=913844
2023-24,,Sun Jan 21,Reapers,2,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/40946992?subseason=913844
2023-24,,Sun Jan 28,Reapers,6,Lucky Bulldogs,2,,,https://www.dmyha.com/game/show/40946996?subseason=913844
2023-24,,Sun Jan 28,Ice Warriors,3,Vicious Squirrels,5,,,https://www.dmyha.com/game/show/40947001?subseason=913844
2023-24,,Sun Jan 28,Bat Hogs,4,No Regretzkys,1,,,https://www.dmyha.com/game/show/40947003?subseason=913844
2023-24,,Sun Jan 28,Iowa Bucks,3,Iowa Train,3,,,https://www.dmyha.com/game/show/40947005?subseason=913844
2023-24,,Sun Jan 28,Rented Mules,2,Wild Goose,2,,,https://www.dmyha.com/game/show/40947008?subseason=913844
2023-24,,Sun Jan 28,Snapper Tappers,4,Crows,5,,,https://www.dmyha.com/game/show/40947009?subseason=913844
2023-24,,Sun Feb  4,Crows,3,Wild Goose,0,,,https://www.dmyha.com/game/show/40947012?subseason=913844
2023-24,,Sun Feb  4,Snapper Tappers,9,Rented Mules,2,,,https://www.dmyha.com/game/show/40947014?subseason=913844
2023-24,,Sun Feb  4,Ice Warriors,4,Reapers,4,,,https://www.dmyha.com/game/show/40947016?subseason=913844
2023-24,,Sun Feb  4,Lucky Bulldogs,3,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/40947018?subseason=913844
2023-24,,Sun Feb  4,Iowa Train,2,No Regretzkys,8,,,https://www.dmyha.com/game/show/40947021?subseason=913844
2023-24,,Sun Feb  4,Iowa Bucks,1,Bat Hogs,7,,,https://www.dmyha.com/game/show/40947023?subseason=913844
2023-24,,Sun Feb 11,Iowa Train,1,Bat Hogs,7,,,https://www.dmyha.com/game/show/40947026?subseason=913844
2023-24,,Sun Feb 11,Iowa Bucks,3,No Regretzkys,8,,,https://www.dmyha.com/game/show/40947030?subseason=913844
2023-24,,Sun Feb 11,Crows,4,Rented Mules,4,,,https://www.dmyha.com/game/show/40947032?subseason=913844
2023-24,,Sun Feb 11,Snapper Tappers,5,Wild Goose,3,,,https://www.dmyha.com/game/show/40947034?subseason=913844
2023-24,,Sun Feb 11,Vicious Squirrels,2,Reapers,2,,,https://www.dmyha.com/game/show/40947037?subseason=913844
2023-24,,Sun Feb 11,Lucky Bulldogs,1,Ice Warriors,2,,,https://www.dmyha.com/game/show/40947039?subseason=913844
2023-24,,Sun Feb 18,Lucky Bulldogs,3,Reapers,2,,,https://www.dmyha.com/game/show/40947272?subseason=913844
2023-24,,Sun Feb 18,Vicious Squirrels,1,Ice Warriors,2,,,https://www.dmyha.com/game/show/40947274?subseason=913844
2023-24,,Sun Feb 18,Iowa Train,8,Iowa Bucks,6,,,https://www.dmyha.com/game/show/40947277?subseason=913844
2023-24,,Sun Feb 18,No Regretzkys,3,Bat Hogs,3,,,https://www.dmyha.com/game/show/40947279?subseason=913844
2023-24,,Sun Feb 18,Crows,3,Snapper Tappers,3,,,https://www.dmyha.com/game/show/40947282?subseason=913844
2023-24,,Sun Feb 18,Wild Goose,3,Rented Mules,1,,,https://www.dmyha.com/game/show/40947287?subseason=913844
2023-24,,Sun Feb 25,Rented Mules,2,Snapper Tappers,4,,,https://www.dmyha.com/game/show/40947297?subseason=913844
2023-24,,Sun Feb 25,Wild Goose,0,Crows,2,,,https://www.dmyha.com/game/show/40947300?subseason=913844
2023-24,,Sun Feb 25,Vicious Squirrels,2,Lucky Bulldogs,2,,,https://www.dmyha.com/game/show/40947301?subseason=913844
2023-24,,Sun Feb 25,Reapers,0,Ice Warriors,1,,,https://www.dmyha.com/game/show/40947307?subseason=913844
2023-24,,Sun Feb 25,Bat Hogs,1,Iowa Bucks,2,,,https://www.dmyha.com/game/show/40947315?subseason=913844
2023-24,,Sun Feb 25,No Regretzkys,2,Iowa Train,4,,,https://www.dmyha.com/game/show/40947318?subseason=913844
2023-24,,Sun Mar  3,No Regretzkys,6,Iowa Bucks,2,,,https://www.dmyha.com/game/show/40947324?subseason=913844
2023-24,,Sun Mar  3,Bat Hogs,1,Iowa Train,4,,,https://www.dmyha.com/game/show/40947328?subseason=913844
2023-24,,Sun Mar  3,Wild Goose,3,Snapper Tappers,1,,,https://www.dmyha.com/game/show/40947332?subseason=913844
2023-24,,Sun Mar  3,Rented Mules,3,Crows,1,,,https://www.dmyha.com/game/show/40947333?subseason=913844
2023-24,,Sun Mar  3,Ice Warriors,1,Lucky Bulldogs,3,,,https://www.dmyha.com/game/show/40947337?subseason=913844
2023-24,,Sun Mar  3,Reapers,2,Vicious Squirrels,3,,,https://www.dmyha.com/game/show/40947340?subseason=913844
2023-24,,Sun Mar 10,Crows,3,Wild Goose,2,,,https://www.dmyha.com/game/show/40947342?subseason=913844
2023-24,,Sun Mar 10,Snapper Tappers,3,Rented Mules,4,,,https://www.dmyha.com/game/show/40947343?subseason=913844
2023-24,,Sun Mar 10,Reapers,4,Lucky Bulldogs,0,,,https://www.dmyha.com/game/show/40947344?subseason=913844
2023-24,,Sun Mar 10,Ice Warriors,2,Vicious Squirrels,1,,,https://www.dmyha.com/game/show/40947347?subseason=913844
2023-24,,Sun Mar 10,Iowa Train,10,No Regretzkys,5,,,https://www.dmyha.com/game/show/40947349?subseason=913844
2023-24,,Sun Mar 10,Iowa Bucks,6,Bat Hogs,5,,,https://www.dmyha.com/game/show/40947350?subseason=913844
2023-24,,Sun Mar 17,Iowa Bucks,4,No Regretzkys,3,,,https://www.dmyha.com/game/show/40947360?subseason=913844
2023-24,,Sun Mar 17,Iowa Train,3,Bat Hogs,6,,,https://www.dmyha.com/game/show/40947363?subseason=913844
2023-24,,Sun Mar 17,Snapper Tappers,3,Wild Goose,3,,,https://www.dmyha.com/game/show/40947364?subseason=913844
2023-24,,Sun Mar 17,Crows,4,Rented Mules,4,,,https://www.dmyha.com/game/show/40947366?subseason=913844
2023-24,,Sun Mar 17,Ice Warriors,6,Reapers,1,,,https://www.dmyha.com/game/show/40947367?subseason=913844
2023-24,,Sun Mar 17,Lucky Bulldogs,4,Vicious Squirrels,4,,,https://www.dmyha.com/game/show/40947368?subseason=913844
2023-24,,Sun Mar 24,Vicious Squirrels,5,Reapers,3,,,https://www.dmyha.com/game/show/40947376?subseason=913844
2023-24,,Sun Mar 24,Lucky Bulldogs,2,Ice Warriors,1,,,https://www.dmyha.com/game/show/40947378?subseason=913844
2023-24,,Sun Mar 24,Iowa Train,3,Iowa Bucks,5,,,https://www.dmyha.com/game/show/40947381?subseason=913844
2023-24,,Sun Mar 24,No Regretzkys,2,Bat Hogs,5,,,https://www.dmyha.com/game/show/40947383?subseason=913844
2023-24,,Sun Mar 24,Crows,3,Snapper Tappers,1,,,https://www.dmyha.com/game/show/40947385?subseason=913844
2023-24,,Sun Mar 24,Wild Goose,3,Rented Mules,3,,,https://www.dmyha.com/game/show/40947387?subseason=913844
2023-24,,Sun Apr  7,Rented Mules,7,Wild Goose,3,,,https://www.dmyha.com/game/show/40947395?subseason=913844
2023-24,,Sun Apr  7,Crows,3,Snapper Tappers,5,,,https://www.dmyha.com/game/show/40947396?subseason=913844
2023-24,,Sun Apr  7,Lucky Bulldogs,0,Reapers,1,,,https://www.dmyha.com/game/show/40947399?subseason=913844
2023-24,,Sun Apr  7,Vicious Squirrels,2,Ice Warriors,3,,,https://www.dmyha.com/game/show/40947401?subseason=913844
2023-24,,Sun Apr  7,No Regretzkys,3,Bat Hogs,4,,,https://www.dmyha.com/game/show/40947403?subseason=913844
2023-24,,Sun Apr  7,Iowa Train,2,Iowa Bucks,3,,,https://www.dmyha.com/game/show/40947407?subseason=913844
2023-24,,Sun Apr 14,Reapers,1,Ice Warriors,3,,,https://www.dmyha.com/game/show/42019712?subseason=913844
2023-24,,Sun Apr 14,Lucky Bulldogs,2,Vicious Squirrels,1,,,https://www.dmyha.com/game/show/42019719?subseason=913844
2023-24,,Sun Apr 14,Wild Goose,3,Crows,2,,,https://www.dmyha.com/game/show/42019722?subseason=913844
2023-24,,Sun Apr 14,Rented Mules,3,Snapper Tappers,4,,,https://www.dmyha.com/game/show/42019727?subseason=913844
2023-24,,Sun Apr 14,Iowa Bucks,1,Bat Hogs,7,,,https://www.dmyha.com/game/show/42019729?subseason=913844
2023-24,,Sun Apr 14,No Regretzkys,7,Iowa Train,6,,,https://www.dmyha.com/game/show/42019731?subseason=913844
2023-24,,Sun Apr 21,No Regretzkys,3,Bat Hogs,2,,,https://www.dmyha.com/game/show/42123260?subseason=913844
2023-24,,Sun Apr 21,Iowa Bucks,1,Iowa Train,8,,,https://www.dmyha.com/game/show/42123283?subseason=913844
2023-24,,Sun Apr 21,Lucky Bulldogs,2,Ice Warriors,3,,,https://www.dmyha.com/game/show/42121956?subseason=913844
2023-24,,Sun Apr 21,Reapers,5,Vicious Squirrels,2,,,https://www.dmyha.com/game/show/42121957?subseason=913844
2023-24,,Sun Apr 21,Wild Goose,4,Snapper Tappers,3,,,https://www.dmyha.com/game/show/42123308?subseason=913844
2023-24,,Sun Apr 21,Rented Mules,5,Crows,2,,,https://www.dmyha.com/game/show/42123318?subseason=913844
2023-24,Y,Sun Apr 28,"Vicious Squirrels (8-6-4)",-,"Ice Warriors (9-5-4)",-,,9:00 AM CDT,https://www.dmyha.com/game/show/42207277?subseason=913844
2023-24,,Sun Apr 28,Rented Mules,6,Snapper Tappers,5,,,https://www.dmyha.com/game/show/42207343?subseason=913844
2023-24,,Sun Apr 28,Iowa Train,2,Bat Hogs,4,,,https://www.dmyha.com/game/show/42207377?subseason=913844
2023-24,,Sun Apr 28,Reapers,1,Lucky Bulldogs,0,,,https://www.dmyha.com/game/show/42207406?subseason=913844
2023-24,Y,Sun Apr 28,"Wild Goose (3-11-4)",-,"Crows (12-2-4)",-,,3:00 PM CDT,https://www.dmyha.com/game/show/42207488?subseason=913844
2023-24,Y,Sun Apr 28,"Iowa Bucks (5-11-2)",-,"No Regretzkys (6-10-2)",-,,4:30 PM CDT,https://www.dmyha.com/game/show/42207532?subseason=913844
2023-24,,Sun May  5,Lucky Bulldogs,3,Vicious Squirrels,2,,,https://www.dmyha.com/game/show/42278876?subseason=913844
2023-24,,Sun May  5,Snapper Tappers,3,Crows,2,,,https://www.dmyha.com/game/show/42278882?subseason=913844
2023-24,,Sun May  5,Iowa Bucks,1,Iowa Train,0,,,https://www.dmyha.com/game/show/42278883?subseason=913844
2023-24,,Sun May  5,Reapers,2,Ice Warriors,1,,,https://www.dmyha.com/game/show/42278887?subseason=913844
2023-24,,Sun May  5,Wild Goose,0,Rented Mules,4,,,https://www.dmyha.com/game/show/42278890?subseason=913844
2023-24,,Sun May  5,No Regretzkys,3,Bat Hogs,4,,,https://www.dmyha.com/game/show/42278895?subseason=913844
